service,port,transport
connect-server,3442,udp
ov-nnm-websrv,3443,udp
denali-server,3444,udp
monp,3445,udp
3comfaxrpc,3446,udp
directnet,3447,udp
dnc-port,3448,udp
hotu-chat,3449,udp
castorproxy,3450,udp
asam,3451,udp
sabp-signal,3452,udp
pscupd,3453,udp
mira,3454,udp
prsvp,3455,udp
vat,3456,udp
vat-control,3457,udp
d3winosfi,3458,udp
integral,3459,udp
edm-manager,3460,udp
edm-stager,3461,udp
edm-std-notify,3462,udp
edm-adm-notify,3463,udp
edm-mgr-sync,3464,udp
edm-mgr-cntrl,3465,udp
workflow,3466,udp
rcst,3467,udp
ttcmremotectrl,3468,udp
pluribus,3469,udp
jt400,3470,udp
jt400-ssl,3471,udp
jaugsremotec-1,3472,udp
jaugsremotec-2,3473,udp
ttntspauto,3474,udp
genisar-port,3475,udp
nppmp,3476,udp
ecomm,3477,udp
stun,3478,udp
twrpc,3479,udp
plethora,3480,udp
cleanerliverc,3481,udp
vulture,3482,udp
slim-devices,3483,udp
gbs-stp,3484,udp
celatalk,3485,udp
ifsf-hb-port,3486,udp
ltcudp,3487,udp
fs-rh-srv,3488,udp
dtp-dia,3489,udp
colubris,3490,udp
swr-port,3491,udp
tvdumtray-port,3492,udp
nut,3493,udp
ibm3494,3494,udp
seclayer-tcp,3495,udp
seclayer-tls,3496,udp
ipether232port,3497,udp
dashpas-port,3498,udp
sccip-media,3499,udp
rtmp-port,3500,udp
isoft-p2p,3501,udp
avinstalldisc,3502,udp
lsp-ping,3503,udp
ironstorm,3504,udp
ccmcomm,3505,udp
apc-3506,3506,udp
nesh-broker,3507,udp
interactionweb,3508,udp
vt-ssl,3509,udp
xss-port,3510,udp
webmail-2,3511,udp
aztec,3512,udp
arcpd,3513,udp
must-p2p,3514,udp
must-backplane,3515,udp
smartcard-port,3516,udp
802-11-iapp,3517,udp
artifact-msg,3518,udp
galileo,3519,udp
galileolog,3520,udp
mc3ss,3521,udp
nssocketport,3522,udp
odeumservlink,3523,udp
ecmport,3524,udp
eisport,3525,udp
starquiz-port,3526,udp
beserver-msg-q,3527,udp
jboss-iiop,3528,udp
jboss-iiop-ssl,3529,udp
gf,3530,udp
joltid,3531,udp
raven-rmp,3532,udp
raven-rdp,3533,udp
urld-port,3534,udp
ms-la,3535,udp
snac,3536,udp
ni-visa-remote,3537,udp
ibm-diradm,3538,udp
ibm-diradm-ssl,3539,udp
pnrp-port,3540,udp
voispeed-port,3541,udp
hacl-monitor,3542,udp
qftest-lookup,3543,udp
teredo,3544,udp
camac,3545,udp
symantec-sim,3547,udp
interworld,3548,udp
tellumat-nms,3549,udp
ssmpp,3550,udp
apcupsd,3551,udp
taserver,3552,udp
rbr-discovery,3553,udp
questnotify,3554,udp
razor,3555,udp
sky-transport,3556,udp
personalos-001,3557,udp
mcp-port,3558,udp
cctv-port,3559,udp
iniserve-port,3560,udp
bmc-onekey,3561,udp
sdbproxy,3562,udp
watcomdebug,3563,udp
esimport,3564,udp
dof-eps,3567,udp
dof-tunnel-sec,3568,udp
mbg-ctrl,3569,udp
mccwebsvr-port,3570,udp
megardsvr-port,3571,udp
megaregsvrport,3572,udp
tag-ups-1,3573,udp
dmaf-caster,3574,udp
ccm-port,3575,udp
cmc-port,3576,udp
config-port,3577,udp
data-port,3578,udp
ttat3lb,3579,udp
nati-svrloc,3580,udp
kfxaclicensing,3581,udp
press,3582,udp
canex-watch,3583,udp
u-dbap,3584,udp
emprise-lls,3585,udp
emprise-lsc,3586,udp
p2pgroup,3587,udp
sentinel,3588,udp
isomair,3589,udp
wv-csp-sms,3590,udp
gtrack-server,3591,udp
gtrack-ne,3592,udp
bpmd,3593,udp
mediaspace,3594,udp
shareapp,3595,udp
iw-mmogame,3596,udp
a14,3597,udp
a15,3598,udp
quasar-server,3599,udp
trap-daemon,3600,udp
visinet-gui,3601,udp
infiniswitchcl,3602,udp
int-rcv-cntrl,3603,udp
bmc-jmx-port,3604,udp
comcam-io,3605,udp
splitlock,3606,udp
precise-i3,3607,udp
trendchip-dcp,3608,udp
cpdi-pidas-cm,3609,udp
echonet,3610,udp
six-degrees,3611,udp
dataprotector,3612,udp
alaris-disc,3613,udp
sigma-port,3614,udp
start-network,3615,udp
cd3o-protocol,3616,udp
sharp-server,3617,udp
aairnet-1,3618,udp
aairnet-2,3619,udp
ep-pcp,3620,udp
ep-nsp,3621,udp
ff-lr-port,3622,udp
haipe-discover,3623,udp
dist-upgrade,3624,udp
volley,3625,udp
bvcdaemon-port,3626,udp
jamserverport,3627,udp
ept-machine,3628,udp
escvpnet,3629,udp
cs-remote-db,3630,udp
cs-services,3631,udp
distcc,3632,udp
wacp,3633,udp
hlibmgr,3634,udp
sdo,3635,udp
servistaitsm,3636,udp
scservp,3637,udp
ehp-backup,3638,udp
xap-ha,3639,udp
netplay-port1,3640,udp
netplay-port2,3641,udp
juxml-port,3642,udp
audiojuggler,3643,udp
ssowatch,3644,udp
cyc,3645,udp
xss-srv-port,3646,udp
splitlock-gw,3647,udp
fjcp,3648,udp
nmmp,3649,udp
prismiq-plugin,3650,udp
xrpc-registry,3651,udp
vxcrnbuport,3652,udp
tsp,3653,udp
vaprtm,3654,udp
abatemgr,3655,udp
abatjss,3656,udp
immedianet-bcn,3657,udp
ps-ams,3658,udp
apple-sasl,3659,udp
can-nds-ssl,3660,udp
can-ferret-ssl,3661,udp
pserver,3662,udp
dtp,3663,udp
ups-engine,3664,udp
ent-engine,3665,udp
eserver-pap,3666,udp
infoexch,3667,udp
dell-rm-port,3668,udp
casanswmgmt,3669,udp
smile,3670,udp
efcp,3671,udp
lispworks-orb,3672,udp
mediavault-gui,3673,udp
wininstall-ipc,3674,udp
calltrax,3675,udp
va-pacbase,3676,udp
roverlog,3677,udp
ipr-dglt,3678,udp
newton-dock,3679,udp
npds-tracker,3680,udp
bts-x73,3681,udp
cas-mapi,3682,udp
bmc-ea,3683,udp
faxstfx-port,3684,udp
dsx-agent,3685,udp
tnmpv2,3686,udp
simple-push,3687,udp
simple-push-s,3688,udp
daap,3689,udp
svn,3690,udp
magaya-network,3691,udp
intelsync,3692,udp
bmc-data-coll,3695,udp
telnetcpcd,3696,udp
nw-license,3697,udp
sagectlpanel,3698,udp
kpn-icw,3699,udp
lrs-paging,3700,udp
netcelera,3701,udp
ws-discovery,3702,udp
adobeserver-3,3703,udp
adobeserver-4,3704,udp
adobeserver-5,3705,udp
rt-event,3706,udp
rt-event-s,3707,udp
sun-as-iiops,3708,udp
ca-idms,3709,udp
portgate-auth,3710,udp
edb-server2,3711,udp
sentinel-ent,3712,udp
tftps,3713,udp
delos-dms,3714,udp
anoto-rendezv,3715,udp
wv-csp-sms-cir,3716,udp
wv-csp-udp-cir,3717,udp
opus-services,3718,udp
itelserverport,3719,udp
ufastro-instr,3720,udp
xsync,3721,udp
xserveraid,3722,udp
sychrond,3723,udp
blizwow,3724,udp
na-er-tip,3725,udp
array-manager,3726,udp
e-mdu,3727,udp
e-woa,3728,udp
fksp-audit,3729,udp
client-ctrl,3730,udp
smap,3731,udp
m-wnn,3732,udp
multip-msg,3733,udp
synel-data,3734,udp
pwdis,3735,udp
rs-rmi,3736,udp
versatalk,3738,udp
launchbird-lm,3739,udp
heartbeat,3740,udp
wysdma,3741,udp
cst-port,3742,udp
ipcs-command,3743,udp
sasg,3744,udp
gw-call-port,3745,udp
linktest,3746,udp
linktest-s,3747,udp
webdata,3748,udp
cimtrak,3749,udp
cbos-ip-port,3750,udp
gprs-cube,3751,udp
vipremoteagent,3752,udp
nattyserver,3753,udp
timestenbroker,3754,udp
sas-remote-hlp,3755,udp
canon-capt,3756,udp
grf-port,3757,udp
apw-registry,3758,udp
exapt-lmgr,3759,udp
adtempusclient,3760,udp
gsakmp,3761,udp
gbs-smp,3762,udp
xo-wave,3763,udp
mni-prot-rout,3764,udp
rtraceroute,3765,udp
listmgr-port,3767,udp
rblcheckd,3768,udp
haipe-otnk,3769,udp
cindycollab,3770,udp
paging-port,3771,udp
ctp,3772,udp
ctdhercules,3773,udp
zicom,3774,udp
ispmmgr,3775,udp
dvcprov-port,3776,udp
jibe-eb,3777,udp
c-h-it-port,3778,udp
cognima,3779,udp
nnp,3780,udp
abcvoice-port,3781,udp
iso-tp0s,3782,udp
bim-pem,3783,udp
bfd-control,3784,udp
bfd-echo,3785,udp
upstriggervsw,3786,udp
fintrx,3787,udp
isrp-port,3788,udp
remotedeploy,3789,udp
quickbooksrds,3790,udp
tvnetworkvideo,3791,udp
sitewatch,3792,udp
dcsoftware,3793,udp
jaus,3794,udp
myblast,3795,udp
spw-dialer,3796,udp
idps,3797,udp
minilock,3798,udp
radius-dynauth,3799,udp
pwgpsi,3800,udp
ibm-mgr,3801,udp
vhd,3802,udp
soniqsync,3803,udp
iqnet-port,3804,udp
tcpdataserver,3805,udp
wsmlb,3806,udp
spugna,3807,udp
sun-as-iiops-ca,3808,udp
apocd,3809,udp
wlanauth,3810,udp
amp,3811,udp
neto-wol-server,3812,udp
rap-ip,3813,udp
neto-dcs,3814,udp
lansurveyorxml,3815,udp
sunlps-http,3816,udp
tapeware,3817,udp
crinis-hb,3818,udp
epl-slp,3819,udp
scp,3820,udp
pmcp,3821,udp
acp-discovery,3822,udp
acp-conduit,3823,udp
acp-policy,3824,udp
ffserver,3825,udp
warmux,3826,udp
netmpi,3827,udp
neteh,3828,udp
neteh-ext,3829,udp
cernsysmgmtagt,3830,udp
dvapps,3831,udp
xxnetserver,3832,udp
aipn-auth,3833,udp
spectardata,3834,udp
spectardb,3835,udp
markem-dcp,3836,udp
mkm-discovery,3837,udp
sos,3838,udp
amx-rms,3839,udp
flirtmitmir,3840,udp
nhci,3842,udp
quest-agent,3843,udp
rnm,3844,udp
v-one-spp,3845,udp
an-pcp,3846,udp
msfw-control,3847,udp
item,3848,udp
spw-dnspreload,3849,udp
qtms-bootstrap,3850,udp
spectraport,3851,udp
sse-app-config,3852,udp
sscan,3853,udp
stryker-com,3854,udp
opentrac,3855,udp
informer,3856,udp
trap-port,3857,udp
trap-port-mom,3858,udp
nav-port,3859,udp
sasp,3860,udp
winshadow-hd,3861,udp
giga-pocket,3862,udp
asap-udp,3863,udp
xpl,3865,udp
dzdaemon,3866,udp
dzoglserver,3867,udp
ovsam-mgmt,3869,udp
ovsam-d-agent,3870,udp
avocent-adsap,3871,udp
oem-agent,3872,udp
fagordnc,3873,udp
sixxsconfig,3874,udp
pnbscada,3875,udp
dl-agent,3876,udp
xmpcr-interface,3877,udp
fotogcad,3878,udp
appss-lm,3879,udp
igrs,3880,udp
idac,3881,udp
msdts1,3882,udp
vrpn,3883,udp
softrack-meter,3884,udp
topflow-ssl,3885,udp
nei-management,3886,udp
ciphire-data,3887,udp
ciphire-serv,3888,udp
dandv-tester,3889,udp
ndsconnect,3890,udp
rtc-pm-port,3891,udp
pcc-image-port,3892,udp
cgi-starapi,3893,udp
syam-agent,3894,udp
syam-smc,3895,udp
sdo-tls,3896,udp
sdo-ssh,3897,udp
senip,3898,udp
itv-control,3899,udp
udt-os,3900,udp
nimsh,3901,udp
nimaux,3902,udp
charsetmgr,3903,udp
omnilink-port,3904,udp
mupdate,3905,udp
topovista-data,3906,udp
imoguia-port,3907,udp
hppronetman,3908,udp
surfcontrolcpa,3909,udp
prnrequest,3910,udp
prnstatus,3911,udp
gbmt-stars,3912,udp
listcrt-port,3913,udp
listcrt-port-2,3914,udp
agcat,3915,udp
wysdmc,3916,udp
aftmux,3917,udp
pktcablemmcops,3918,udp
hyperip,3919,udp
exasoftport1,3920,udp
herodotus-net,3921,udp
sor-update,3922,udp
symb-sb-port,3923,udp
mpl-gprs-port,3924,udp
zmp,3925,udp
winport,3926,udp
natdataservice,3927,udp
netboot-pxe,3928,udp
smauth-port,3929,udp
syam-webserver,3930,udp
msr-plugin-port,3931,udp
dyn-site,3932,udp
plbserve-port,3933,udp
sunfm-port,3934,udp
sdp-portmapper,3935,udp
mailprox,3936,udp
dvbservdsc,3937,udp
dbcontrol-agent,3938,udp
aamp,3939,udp
xecp-node,3940,udp
homeportal-web,3941,udp
srdp,3942,udp
tig,3943,udp
sops,3944,udp
emcads,3945,udp
backupedge,3946,udp
ccp,3947,udp
apdap,3948,udp
drip,3949,udp
namemunge,3950,udp
pwgippfax,3951,udp
i3-sessionmgr,3952,udp
xmlink-connect,3953,udp
adrep,3954,udp
p2pcommunity,3955,udp
gvcp,3956,udp
mqe-broker,3957,udp
mqe-agent,3958,udp
treehopper,3959,udp
bess,3960,udp
proaxess,3961,udp
sbi-agent,3962,udp
thrp,3963,udp
sasggprs,3964,udp
ati-ip-to-ncpe,3965,udp
bflckmgr,3966,udp
ppsms,3967,udp
ianywhere-dbns,3968,udp
landmarks,3969,udp
lanrevagent,3970,udp
lanrevserver,3971,udp
iconp,3972,udp
progistics,3973,udp
xk22,3974,udp
airshot,3975,udp
opswagent,3976,udp
opswmanager,3977,udp
secure-cfg-svr,3978,udp
smwan,3979,udp
starfish,3981,udp
eis,3982,udp
eisp,3983,udp
mapper-nodemgr,3984,udp
mapper-mapethd,3985,udp
mapper-ws-ethd,3986,udp
centerline,3987,udp
dcs-config,3988,udp
bv-queryengine,3989,udp
bv-is,3990,udp
bv-smcsrv,3991,udp
bv-ds,3992,udp
bv-agent,3993,udp
iss-mgmt-ssl,3995,udp
abcsoftware,3996,udp
agentsease-db,3997,udp
dnx,3998,udp
nvcnet,3999,udp
terabase,4000,udp
newoak,4001,udp
pxc-spvr-ft,4002,udp
pxc-splr-ft,4003,udp
pxc-roid,4004,udp
pxc-pin,4005,udp
pxc-spvr,4006,udp
pxc-splr,4007,udp
netcheque,4008,udp
chimera-hwm,4009,udp
samsung-unidex,4010,udp
altserviceboot,4011,udp
pda-gate,4012,udp
acl-manager,4013,udp
taiclock,4014,udp
talarian-mcast1,4015,udp
talarian-mcast2,4016,udp
talarian-mcast3,4017,udp
talarian-mcast4,4018,udp
talarian-mcast5,4019,udp
trap,4020,udp
nexus-portal,4021,udp
dnox,4022,udp
esnm-zoning,4023,udp
tnp1-port,4024,udp
partimage,4025,udp
as-debug,4026,udp
bxp,4027,udp
dtserver-port,4028,udp
ip-qsig,4029,udp
jdmn-port,4030,udp
suucp,4031,udp
vrts-auth-port,4032,udp
sanavigator,4033,udp
ubxd,4034,udp
wap-push-http,4035,udp
wap-push-https,4036,udp
ravehd,4037,udp
fazzt-ptp,4038,udp
fazzt-admin,4039,udp
yo-main,4040,udp
houston,4041,udp
ldxp,4042,udp
nirp,4043,udp
ltp,4044,udp
npp,4045,udp
acp-proto,4046,udp
ctp-state,4047,udp
wafs,4049,udp
cisco-wafs,4050,udp
cppdp,4051,udp
interact,4052,udp
ccu-comm-1,4053,udp
ccu-comm-2,4054,udp
ccu-comm-3,4055,udp
lms,4056,udp
wfm,4057,udp
kingfisher,4058,udp
dlms-cosem,4059,udp
dsmeter-iatc,4060,udp
ice-location,4061,udp
ice-slocation,4062,udp
ice-router,4063,udp
ice-srouter,4064,udp
avanti-cdp,4065,udp
pmas,4066,udp
idp,4067,udp
ipfltbcst,4068,udp
minger,4069,udp
tripe,4070,udp
aibkup,4071,udp
zieto-sock,4072,udp
iRAPP,4073,udp
cequint-cityid,4074,udp
perimlan,4075,udp
seraph,4076,udp
ascomalarm,4077,udp
santools,4079,udp
lorica-in,4080,udp
lorica-in-sec,4081,udp
lorica-out,4082,udp
lorica-out-sec,4083,udp
fortisphere-vm,4084,udp
ftsync,4086,udp
opencore,4089,udp
omasgport,4090,udp
ewinstaller,4091,udp
ewdgs,4092,udp
pvxpluscs,4093,udp
sysrqd,4094,udp
xtgui,4095,udp
bre,4096,udp
patrolview,4097,udp
drmsfsd,4098,udp
dpcp,4099,udp
igo-incognito,4100,udp
brlp-0,4101,udp
brlp-1,4102,udp
brlp-2,4103,udp
brlp-3,4104,udp
shofar,4105,udp
synchronite,4106,udp
j-ac,4107,udp
accel,4108,udp
izm,4109,udp
g2tag,4110,udp
xgrid,4111,udp
apple-vpns-rp,4112,udp
aipn-reg,4113,udp
jomamqmonitor,4114,udp
cds,4115,udp
smartcard-tls,4116,udp
hillrserv,4117,udp
netscript,4118,udp
assuria-slm,4119,udp
e-builder,4121,udp
fprams,4122,udp
z-wave,4123,udp
tigv2,4124,udp
opsview-envoy,4125,udp
ddrepl,4126,udp
unikeypro,4127,udp
nufw,4128,udp
nuauth,4129,udp
fronet,4130,udp
stars,4131,udp
nuts-dem,4132,udp
nuts-bootp,4133,udp
nifty-hmi,4134,udp
cl-db-attach,4135,udp
cl-db-request,4136,udp
cl-db-remote,4137,udp
nettest,4138,udp
thrtx,4139,udp
cedros-fds,4140,udp
oirtgsvc,4141,udp
oidocsvc,4142,udp
oidsr,4143,udp
vvr-control,4145,udp
tgcconnect,4146,udp
vrxpservman,4147,udp
hhb-handheld,4148,udp
agslb,4149,udp
PowerAlert-nsa,4150,udp
menandmice-noh,4151,udp
idig-mux,4152,udp
mbl-battd,4153,udp
atlinks,4154,udp
bzr,4155,udp
stat-results,4156,udp
stat-scanner,4157,udp
stat-cc,4158,udp
nss,4159,udp
jini-discovery,4160,udp
omscontact,4161,udp
omstopology,4162,udp
silverpeakpeer,4163,udp
silverpeakcomm,4164,udp
altcp,4165,udp
joost,4166,udp
ddgn,4167,udp
pslicser,4168,udp
iadt-disc,4169,udp
pcoip,4172,udp
mma-discovery,4173,udp
sm-disc,4174,udp
wello,4177,udp
storman,4178,udp
MaxumSP,4179,udp
httpx,4180,udp
macbak,4181,udp
pcptcpservice,4182,udp
cyborgnet,4183,udp
universe-suite,4184,udp
wcpp,4185,udp
vatata,4188,udp
dsmipv6,4191,udp
azeti-bd,4192,udp
aws-wsp,4195,udp
hctl,4197,udp
eims-admin,4199,udp
corelccam,4300,udp
d-data,4301,udp
d-data-control,4302,udp
srcp,4303,udp
owserver,4304,udp
batman,4305,udp
pinghgl,4306,udp
trueconf,4307,udp
compx-lockview,4308,udp
dserver,4309,udp
mirrtex,4310,udp
skytale,4319,udp
fdt-rcatp,4320,udp
rwhois,4321,udp
trim-event,4322,udp
trim-ice,4323,udp
geognosisman,4325,udp
geognosis,4326,udp
jaxer-web,4327,udp
jaxer-manager,4328,udp
ahsp,4333,udp
gaia,4340,udp
lisp-data,4341,udp
lisp-control,4342,udp
unicall,4343,udp
vinainstall,4344,udp
m4-network-as,4345,udp
elanlm,4346,udp
lansurveyor,4347,udp
itose,4348,udp
fsportmap,4349,udp
net-device,4350,udp
plcy-net-svcs,4351,udp
pjlink,4352,udp
f5-iquery,4353,udp
qsnet-trans,4354,udp
qsnet-workst,4355,udp
qsnet-assist,4356,udp
qsnet-cond,4357,udp
qsnet-nucl,4358,udp
omabcastltkm,4359,udp
nacnl,4361,udp
afore-vdp-disc,4362,udp
shadowstream,4366,udp
wxbrief,4368,udp
epmd,4369,udp
elpro-tunnel,4370,udp
l2c-disc,4371,udp
l2c-data,4372,udp
remctl,4373,udp
tolteces,4375,udp
bip,4376,udp
cp-spxsvr,4377,udp
cp-spxdpy,4378,udp
ctdb,4379,udp
xandros-cms,4389,udp
wiegand,4390,udp
apwi-disc,4394,udp
omnivisionesx,4395,udp
ds-srv,4400,udp
ds-srvr,4401,udp
ds-clnt,4402,udp
ds-user,4403,udp
ds-admin,4404,udp
ds-mail,4405,udp
ds-slp,4406,udp
smallchat,4412,udp
vision-mon-disc,4413,udp
pjj-player-disc,4416,udp
axysbridge,4418,udp
nvme,4420,udp
netrockey6,4425,udp
beacon-port-2,4426,udp
rsqlserver,4430,udp
l-acoustics,4432,udp
netblox,4441,udp
saris,4442,udp
pharos,4443,udp
krb524,4444,udp
upnotifyp,4445,udp
n1-fwp,4446,udp
n1-rmgmt,4447,udp
asc-slmd,4448,udp
privatewire,4449,udp
camp,4450,udp
ctisystemmsg,4451,udp
ctiprogramload,4452,udp
nssalertmgr,4453,udp
nssagentmgr,4454,udp
prchat-user,4455,udp
prchat-server,4456,udp
prRegister,4457,udp
mcp,4458,udp
agtp-quic,4480,udp
hpssmgmt,4484,udp
icms,4486,udp
awacs-ice,4488,udp
ipsec-nat-t,4500,udp
m-bus-oms,4503,udp
armagetronad,4534,udp
ehs,4535,udp
ehs-ssl,4536,udp
wssauthsvc,4537,udp
swx-gate,4538,udp
worldscores,4545,udp
sf-lm,4546,udp
lanner-lm,4547,udp
synchromesh,4548,udp
aegate,4549,udp
gds-adppiw-db,4550,udp
ieee-mih,4551,udp
menandmice-mon,4552,udp
msfrs,4554,udp
rsip,4555,udp
dtn-bundle,4556,udp
mtcevrunqss,4557,udp
mtcevrunqman,4558,udp
hylafax,4559,udp
kwtc,4566,udp
tram,4567,udp
bmc-reporting,4568,udp
iax,4569,udp
l3t-at-an,4591,udp
hrpd-ith-at-an,4592,udp
ipt-anri-anri,4593,udp
ias-session,4594,udp
ias-paging,4595,udp
ias-neighbor,4596,udp
a21-an-1xbs,4597,udp
a16-an-an,4598,udp
a17-an-an,4599,udp
piranha1,4600,udp
piranha2,4601,udp
ventoso,4621,udp
dots-signal,4646,udp
playsta2-app,4658,udp
playsta2-lob,4659,udp
smaclmgr,4660,udp
kar2ouche,4661,udp
oms,4662,udp
noteit,4663,udp
ems,4664,udp
contclientms,4665,udp
eportcomm,4666,udp
mmacomm,4667,udp
mmaeds,4668,udp
eportcommdata,4669,udp
light,4670,udp
acter,4671,udp
rfa,4672,udp
cxws,4673,udp
appiq-mgmt,4674,udp
dhct-status,4675,udp
dhct-alerts,4676,udp
bcs,4677,udp
traversal,4678,udp
mgesupervision,4679,udp
mgemanagement,4680,udp
parliant,4681,udp
finisar,4682,udp
spike,4683,udp
rfid-rp1,4684,udp
autopac,4685,udp
msp-os,4686,udp
nst,4687,udp
mobile-p2p,4688,udp
altovacentral,4689,udp
prelude,4690,udp
mtn,4691,udp
conspiracy,4692,udp
netxms-agent,4700,udp
netxms-mgmt,4701,udp
netxms-sync,4702,udp
trinity-dist,4711,udp
truckstar,4725,udp
a26-fap-fgw,4726,udp
fcis-disc,4727,udp
capmux,4728,udp
gsmtap,4729,udp
gearman,4730,udp
ohmtrigger,4732,udp
ipdr-sp,4737,udp
solera-lpn,4738,udp
ipfix,4739,udp
ipfixs,4740,udp
lumimgrd,4741,udp
sicct-sdp,4742,udp
openhpid,4743,udp
ifsp,4744,udp
fmp,4745,udp
intelliadm-disc,4746,udp
buschtrommel,4747,udp
profilemac,4749,udp
ssad,4750,udp
spocp,4751,udp
snap,4752,udp
simon-disc,4753,udp
gre-in-udp,4754,udp
gre-udp-dtls,4755,udp
bfd-multi-ctl,4784,udp
cncp,4785,udp
vxlan,4789,udp
vxlan-gpe,4790,udp
roce,4791,udp
unified-bus,4792,udp
uet,4793,udp
veroce,4794,udp
iims,4800,udp
iwec,4801,udp
ilss,4802,udp
notateit-disc,4803,udp
aja-ntv4-disc,4804,udp
htcp,4827,udp
varadero-0,4837,udp
varadero-1,4838,udp
varadero-2,4839,udp
opcua-udp,4840,udp
quosa,4841,udp
gw-asv,4842,udp
opcua-tls,4843,udp
gw-log,4844,udp
wcr-remlib,4845,udp
contamac-icm,4846,udp
wfc,4847,udp
appserv-http,4848,udp
appserv-https,4849,udp
sun-as-nodeagt,4850,udp
derby-repli,4851,udp
unify-debug,4867,udp
phrelay,4868,udp
phrelaydbg,4869,udp
cc-tracking,4870,udp
wired,4871,udp
tritium-can,4876,udp
lmcs,4877,udp
inst-discovery,4878,udp
socp-t,4881,udp
socp-c,4882,udp
hivestor,4884,udp
abbs,4885,udp
lyskom,4894,udp
radmin-port,4899,udp
hfcs,4900,udp
bones,4914,udp
an-signaling,4936,udp
atsc-mh-ssc,4937,udp
eq-office-4940,4940,udp
eq-office-4941,4941,udp
eq-office-4942,4942,udp
munin,4949,udp
sybasesrvmon,4950,udp
pwgwims,4951,udp
sagxtsds,4952,udp
ccss-qmm,4969,udp
ccss-qsm,4970,udp
ctxs-vpp,4980,udp
mrip,4986,udp
smar-se-port1,4987,udp
smar-se-port2,4988,udp
parallel,4989,udp
busycal,4990,udp
vrt,4991,udp
hfcs-manager,4999,udp
commplex-main,5000,udp
commplex-link,5001,udp
rfe,5002,udp
fmpro-internal,5003,udp
avt-profile-1,5004,udp
avt-profile-2,5005,udp
wsm-server,5006,udp
wsm-server-ssl,5007,udp
synapsis-edge,5008,udp
winfs,5009,udp
telelpathstart,5010,udp
telelpathattack,5011,udp
nsp,5012,udp
fmpro-v6,5013,udp
onpsocket,5014,udp
zenginkyo-1,5020,udp
zenginkyo-2,5021,udp
mice,5022,udp
htuilsrv,5023,udp
scpi-telnet,5024,udp
scpi-raw,5025,udp
strexec-d,5026,udp
strexec-s,5027,udp
infobright,5029,udp
dmp,5031,udp
asnaacceler8db,5042,udp
swxadmin,5043,udp
lxi-evntsvc,5044,udp
vpm-udp,5046,udp
iscape,5047,udp
ivocalize,5049,udp
mmcc,5050,udp
ita-agent,5051,udp
ita-manager,5052,udp
rlm-disc,5053,udp
unot,5055,udp
intecom-ps1,5056,udp
intecom-ps2,5057,udp
locus-disc,5058,udp
sds,5059,udp
sip,5060,udp
sips,5061,udp
na-localise,5062,udp
ca-1,5064,udp
ca-2,5065,udp
stanag-5066,5066,udp
authentx,5067,udp
i-net-2000-npr,5069,udp
vtsas,5070,udp
powerschool,5071,udp
ayiya,5072,udp
tag-pm,5073,udp
alesquery,5074,udp
pixelpusher,5078,udp
cp-spxrpts,5079,udp
onscreen,5080,udp
sdl-ets,5081,udp
qcp,5082,udp
qfp,5083,udp
llrp,5084,udp
encrypted-llrp,5085,udp
magpie,5092,udp
sentinel-lm,5093,udp
hart-ip,5094,udp
sentlm-srv2srv,5099,udp
socalia,5100,udp
talarian-udp,5101,udp
oms-nonsecure,5102,udp
tinymessage,5104,udp
hughes-ap,5105,udp
taep-as-svc,5111,udp
pm-cmdsvr,5112,udp
emb-proj-cmd,5116,udp
barracuda-bbs,5120,udp
nbt-pc,5133,udp
minotaur-sa,5136,udp
ctsd,5137,udp
rmonitor-secure,5145,udp
atmp,5150,udp
esri-sde,5151,udp
sde-discovery,5152,udp
bzflag,5154,udp
asctrl-agent,5155,udp
vpa-disc,5164,udp
ife-icorp,5165,udp
winpcs,5166,udp
scte104,5167,udp
scte30,5168,udp
aol,5190,udp
aol-1,5191,udp
aol-2,5192,udp
aol-3,5193,udp
targus-getdata,5200,udp
targus-getdata1,5201,udp
targus-getdata2,5202,udp
targus-getdata3,5203,udp
hpvirtgrp,5223,udp
hpvirtctrl,5224,udp
hp-server,5225,udp
hp-status,5226,udp
perfd,5227,udp
eenet,5234,udp
galaxy-network,5235,udp
padl2sim,5236,udp
mnet-discovery,5237,udp
downtools-disc,5245,udp
capwap-control,5246,udp
capwap-data,5247,udp
caacws,5248,udp
caaclang2,5249,udp
soagateway,5250,udp
caevms,5251,udp
movaz-ssc,5252,udp
3com-njack-1,5264,udp
3com-njack-2,5265,udp
cartographerxmp,5270,udp
cuelink-disc,5271,udp
pk,5272,udp
transmit-port,5282,udp
presence,5298,udp
nlg-data,5299,udp
hacl-hb,5300,udp
hacl-gs,5301,udp
hacl-cfg,5302,udp
hacl-probe,5303,udp
hacl-local,5304,udp
hacl-test,5305,udp
sun-mc-grp,5306,udp
sco-aip,5307,udp
cfengine,5308,udp
jprinter,5309,udp
outlaws,5310,udp
permabit-cs,5312,udp
rrdp,5313,udp
opalis-rbt-ipc,5314,udp
hacl-poll,5315,udp
roughtime,5319,udp
kfserver,5343,udp
xkotodrcp,5344,udp
stuns,5349,udp
pcp-multicast,5350,udp
pcp,5351,udp
dns-llq,5352,udp
mdns,5353,udp
mdnsresponder,5354,udp
llmnr,5355,udp
ms-smlbiz,5356,udp
wsdapi,5357,udp
wsdapi-s,5358,udp
ms-alerter,5359,udp
ms-sideshow,5360,udp
